timestamp,x,y,z
1077.660961,1.1,-0.958,-0.229
1077.664378,0.635,-1.17,-0.204
1077.667803,0.136,-1.45,-0.15
1077.671207,-0.189,-1.63,-0.0937
1077.674652,-0.489,-1.87,-0.0339
1077.678087,-0.762,-2,-0.00702
1077.681489,-0.947,-2,0.0923
1077.684921,-1.22,-2,0.157
1077.68835,-1.46,-2,0.262
1077.691783,-1.56,-2,0.425
1077.695206,-1.72,-2,0.5
1077.698602,-1.86,-2,0.487
1077.702085,-1.89,-2,0.461
1077.705472,-1.98,-2,0.426
1077.70888,-1.95,-2,0.514
1077.712268,-1.75,-2,0.76
1077.715691,-1.49,-2,0.462
1077.719205,-1.49,-2,0.221
1077.722583,-1.45,-1.63,0.0268
1077.725973,-1.2,-1.3,-0.0567
1077.729434,-0.956,-1.07,-0.0788
1077.732832,-0.654,-0.657,-0.225
1077.736322,-0.534,-0.398,-0.278
1077.73969,-0.428,-0.161,-0.302
1077.743188,-0.286,0.0637,-0.31
1077.746549,-0.0772,0.252,-0.309
1077.74997,0.205,0.484,-0.28
1077.753396,0.393,0.648,-0.275
1077.756804,0.502,0.804,-0.244
1077.760242,0.626,0.934,-0.264
1077.763694,0.735,1.04,-0.249
1077.767179,0.988,1.1,-0.198
1077.770563,1.18,1.11,-0.151
1077.77397,1.34,1.09,-0.105
1077.777375,1.46,1.03,-0.0405
1077.780817,1.56,0.953,0.0273
1077.784231,1.72,0.794,0.0619
1077.787646,1.84,0.638,0.0998
1077.791066,1.93,0.44,0.164
1077.79447,1.99,0.207,0.244
1077.797862,2,-0.0466,0.362
1077.80134,2,-0.285,0.637
1077.804769,1.23,-0.331,1.29
1077.808246,2,0.0365,0.417
1077.811613,2,0.45,-0.41
1077.815041,2,-1.09,1.26
1077.818505,2,-1.13,1.23
1077.821877,2,-0.682,0.462
1077.827612,2,-0.976,0.587
1077.831229,2,-0.793,0.526
1077.834641,2,-0.936,0.287
1077.838063,2,-0.882,0.219
1077.841434,1.85,-0.942,0.161
1077.844863,1.48,-0.91,0.0286
1077.848323,0.959,-0.868,-0.0273
1077.851782,0.622,-0.858,-0.103
1077.855192,0.317,-0.816,-0.12
1077.858703,0.0943,-0.834,-0.166
1077.86203,-0.197,-0.887,-0.185
1077.86543,-0.568,-0.963,-0.167
1077.868913,-0.803,-1.1,-0.144
1077.872355,-0.987,-1.23,-0.126
1077.875806,-1.19,-1.45,-0.0924
1077.879173,-1.39,-1.81,0.0107
1077.882586,-1.6,-2,0.118
1077.886003,-1.73,-2,0.266
1077.889441,-1.76,-2,0.419
1077.892832,-1.74,-2,0.548
1077.896236,-1.62,-2,0.686
1077.899675,-1.32,-2,0.909
1077.903076,-1.01,-2,1.1
1077.906508,-0.984,-2,0.655
1077.909951,-1.22,-2,0.292
1077.913367,-1.29,-1.89,0.218
1077.916758,-0.961,-1.69,0.211
1077.920173,-0.562,-1.49,0.182
1077.923609,-0.296,-1.2,0.0329
1077.927048,-0.22,-1.02,0.0341
1077.930454,-0.23,-0.696,-0.0499
1077.933884,-0.115,-0.453,-0.11
1077.937353,0.0912,-0.282,-0.14
1077.940765,0.304,-0.13,-0.117
1077.944187,0.448,0.0148,-0.0466
1077.947612,0.553,0.234,-0.0457
1077.951062,0.607,0.4,-0.0541
1077.95446,0.727,0.559,-0.0781
1077.957866,0.878,0.682,-0.0742
1077.961346,1.02,0.778,-0.0501
1077.964726,1.17,0.878,0.00159
1077.968202,1.25,0.927,0.0394
1077.971596,1.33,0.954,0.0678
1077.97501,1.43,0.943,0.0985
1077.978437,1.54,0.904,0.141
1077.981843,1.69,0.771,0.191
1077.985275,1.79,0.626,0.223
1077.988732,1.89,0.46,0.252
1077.992227,1.95,0.265,0.318
1077.99554,1.97,-0.0252,0.462
1077.998987,1.95,-0.252,0.558
1078.002526,1.95,-0.446,0.608
1078.005846,1.98,-0.612,0.631
1078.00939,1.54,-0.713,2
1078.01268,2,0.929,0.121
1078.016122,2,1.6,-1.15
1078.01957,2,0.216,0.244
1078.022935,2,-0.258,0.852
1078.026329,2,0.0772,0.181
1078.029758,2,-0.345,0.274
1078.033184,2,-0.277,0.0867
1078.036611,2,-0.318,-0.114
1078.040608,1.78,-0.52,-0.168
1078.043566,1.26,-0.687,-0.188
1078.046915,0.793,-0.994,-0.199
1078.05032,0.487,-1.23,-0.226
1078.053736,0.0994,-1.52,-0.195
1078.057202,-0.305,-1.86,-0.107
1078.060596,-0.581,-2,0.0592
1078.064013,-0.911,-2,0.168
1078.067472,-1.05,-2,0.262
1078.070864,-1.09,-2,0.419
1078.074287,-1.15,-2,0.545
1078.077709,-1.17,-2,0.672
1078.081186,-0.952,-2,0.874
1078.084579,-0.53,-2,1.25
1078.087982,-0.376,-2,1.09
1078.091446,-0.746,-2,0.545
1078.094825,-1.18,-2,0.222
1078.098274,-1.13,-2,0.105
1078.101794,-0.78,-1.76,0.105
1078.105203,-0.438,-1.47,0.102
1078.108618,-0.334,-1.21,0.108
1078.111969,-0.413,-0.882,-0.0435
1078.115374,-0.485,-0.398,-0.135
1078.118834,-0.412,-0.116,-0.18
1078.122313,-0.244,0.125,-0.181
1078.125713,-0.0622,0.343,-0.139
1078.129179,0.0772,0.63,-0.113
1078.132565,0.132,0.86,-0.143
1078.135982,0.189,1.07,-0.191
1078.139406,0.27,1.23,-0.204
1078.142859,0.374,1.35,-0.183
1078.146325,0.515,1.42,-0.122
1078.1497,0.618,1.46,-0.0905
1078.153189,0.693,1.42,-0.0648
1078.156593,0.745,1.37,-0.0243
1078.159999,0.873,1.26,0.0356
1078.163406,1.04,1.02,0.102
1078.16686,1.14,0.797,0.163
1078.170303,1.24,0.56,0.205
1078.173707,1.34,0.308,0.228
1078.177174,1.41,-0.0596,0.323
1078.180579,1.46,-0.341,0.438
1078.184008,1.46,-0.534,0.509
1078.187436,1.44,-0.811,0.63
1078.190855,0.432,-0.818,1.83
1078.194263,2,0.108,0.729
1078.197715,2,1.77,-1.51
1078.201187,2,0.19,0.0679
1078.204561,2,-0.789,1.28
1078.208058,2,-0.217,0.512
1078.2114,2,-0.548,0.442
1078.214812,2,-0.61,0.404
1078.218339,2,-0.51,0.0628
1078.221721,2,-0.711,0.0338
1078.225237,1.9,-0.87,0.0368
1078.228523,1.27,-1.04,-0.0899
1078.231916,0.893,-1.22,-0.0564
1078.235412,0.523,-1.44,-0.0445
1078.238829,0.0905,-1.6,-0.115
1078.242277,-0.364,-1.84,-0.0314
1078.245688,-0.818,-2,0.0741
1078.249177,-1.09,-2,0.158
1078.2526,-1.37,-2,0.259
1078.255945,-1.52,-2,0.343
1078.259356,-1.54,-2,0.512
1078.262783,-1.5,-2,0.596
1078.266276,-1.54,-2,0.627
1078.269595,-1.5,-2,0.673
1078.273011,-1.32,-2,0.875
1078.276459,-1.05,-2,0.818
1078.27983,-1.14,-2,0.393
1078.283247,-1.3,-2,0.176
1078.286692,-1.21,-1.83,0.0472
1078.29018,-0.918,-1.46,0.0231
1078.293535,-0.667,-1.25,0.0243
1078.296964,-0.456,-0.805,-0.0842
1078.300403,-0.428,-0.49,-0.175
1078.303846,-0.375,-0.208,-0.238
1078.307278,-0.252,0.0508,-0.267
1078.310657,-0.0661,0.305,-0.214
1078.314107,0.175,0.506,-0.183
1078.317538,0.301,0.701,-0.167
1078.320976,0.398,0.89,-0.182
1078.324381,0.474,1.07,-0.19
1078.327781,0.588,1.23,-0.217
1078.331197,0.728,1.29,-0.174
1078.334653,0.896,1.33,-0.144
1078.338057,1.04,1.32,-0.0961
1078.341496,1.15,1.24,-0.0412
1078.344917,1.29,1.09,0.0223
1078.348296,1.38,0.941,0.0942
1078.351833,1.46,0.748,0.165
1078.355181,1.54,0.529,0.215
1078.358628,1.61,0.282,0.293
1078.361999,1.7,-0.0358,0.393
1078.365419,1.73,-0.293,0.497
1078.369542,0.938,-0.404,1.19
1078.372314,2,-0.294,1.44
1078.375684,2,1.02,-0.525
1078.379155,2,0.18,0.115
1078.382553,2,-0.774,1.25
1078.385949,2,-0.397,0.65
1078.389419,2,-0.376,0.341
1078.392845,2,-0.742,0.597
1078.396257,2,-0.526,0.213
1078.399675,2,-0.691,0.22
1078.403042,1.94,-0.823,0.155
1078.406484,1.54,-0.821,0.024
1078.409992,1.19,-0.955,0.0212
1078.413323,0.783,-1.11,-0.0802
1078.416778,0.417,-1.24,-0.134
1078.420218,0.0122,-1.49,-0.106
1078.423624,-0.387,-1.74,-0.03
1078.427031,-0.707,-2,0.153
1078.430455,-1.02,-2,0.301
1078.433817,-1.15,-2,0.401
1078.437267,-1.24,-2,0.42
1078.440753,-1.29,-2,0.415
1078.444151,-1.42,-2,0.505
1078.447529,-1.45,-2,0.619
1078.450932,-1.42,-2,0.607
1078.454345,-1.12,-2,0.638
1078.457812,-0.697,-2,0.932
1078.46121,-0.558,-2,0.822
1078.464598,-0.908,-2,0.38
1078.468053,-1.03,-1.73,0.106
1078.47146,-0.852,-1.42,0.0863
1078.474891,-0.545,-1.21,0.0902
1078.478286,-0.261,-0.923,0.027
1078.481715,-0.186,-0.57,-0.0339
1078.485271,-0.206,-0.305,-0.103
1078.488616,-0.164,-0.0537,-0.15
1078.492285,-0.0262,0.131,-0.164
1078.495516,0.149,0.323,-0.0997
1078.498951,0.324,0.462,-0.0364
1078.502343,0.382,0.601,-0.00927
1078.505762,0.436,0.76,-0.012
1078.509219,0.499,0.878,-0.0339
1078.512648,0.621,1.02,-0.0713
1078.51606,0.74,1.07,-0.0498
1078.519487,0.848,1.1,-0.00518
1078.522918,0.921,1.08,0.0411
1078.526295,0.98,1.03,0.0792
1078.529725,1.11,0.942,0.0811
1078.533149,1.18,0.789,0.148
1078.536979,1.26,0.59,0.232
1078.540023,1.37,0.38,0.266
1078.543438,1.47,0.157,0.312
1078.546866,1.52,-0.161,0.472
1078.550303,1.54,-0.359,0.567
1078.553694,1.56,-0.552,0.64
1078.557129,1.63,-0.674,0.644
1078.560551,1.79,-0.632,0.871
1078.563959,2,-0.461,2
1078.567372,2,2,-1.85
1078.570788,2,2,-2
1078.574279,2,0.417,0.634
1078.577651,2,0.554,0.286
1078.581124,2,0.357,0.0169
1078.584519,2,-0.0762,0.235
1078.587927,2,0.0504,-0.224
1078.591367,2,-0.209,-0.441
1078.594796,2,-0.641,-0.453
1078.598268,1.67,-0.849,-0.593
1078.601682,1.2,-1.11,-0.773
1078.605136,0.638,-1.63,-0.74
1078.608564,0.0984,-2,-0.679
1078.612012,-0.74,-2,-0.546
1078.615402,-1.3,-2,-0.277
1078.618753,-1.71,-2,0
1078.622189,-1.97,-2,0.269
1078.626373,-1.97,-2,0.531
1078.629053,-1.61,-2,0.96
1078.632425,-1.01,-2,1.37
1078.635815,-1.05,-2,1.19
1078.639264,-1.6,-2,0.558
1078.642674,-2,-2,0.186
1078.647051,-2,-2,0.0822
1078.6496,-1.68,-2,0.0683
1078.652925,-1.25,-2,0.0083
1078.656428,-1.1,-1.98,-0.106
1078.659804,-1.09,-1.6,-0.132
1078.66325,-1.19,-1.11,-0.271
1078.666638,-1.1,-0.683,-0.411
1078.670063,-0.875,-0.37,-0.451
1078.673473,-0.646,-0.0648,-0.444
1078.676896,-0.486,0.249,-0.45
1078.680317,-0.351,0.679,-0.484
1078.683746,-0.257,0.987,-0.525
1078.687168,-0.116,1.26,-0.549
1078.690602,0.057,1.49,-0.558
1078.694015,0.243,1.66,-0.556
1078.697471,0.433,1.81,-0.501
1078.70087,0.624,1.88,-0.487
1078.704284,0.795,1.9,-0.454
1078.707721,0.928,1.79,-0.339
1078.711167,1.07,1.64,-0.211
1078.714563,1.26,1.41,-0.0966
1078.71805,1.42,1.18,-0.061
1078.721404,1.58,0.932,-0.0345
1078.724842,1.76,0.641,0.0259
1078.728258,1.84,0.335,0.153
1078.731752,-0.179,0.253,1.98
1078.735158,2,0.0644,1.54
1078.73854,2,2,-2
1078.741914,2,1.47,-0.874
1078.745378,2,-0.47,1.43
1078.74882,2,0.229,0.405
1078.752743,2,-0.176,0.251
1078.755673,2,-0.504,0.307
1078.759048,2,-0.52,-0.0726
1078.762432,2,-0.768,-0.182
1078.765857,2,-1.02,-0.333
1078.769409,2,-1.17,-0.419
1078.772726,1.57,-1.39,-0.462
1078.776144,1.09,-1.54,-0.531
1078.779584,0.683,-1.76,-0.575
1078.782946,0.00152,-2,-0.564
1078.786397,-0.495,-2,-0.526
1078.78981,-0.956,-2,-0.449
1078.793234,-1.3,-2,-0.292
1078.796635,-1.55,-2,-0.0635
1078.800043,-1.9,-2,0.0162
1078.803511,-2,-2,0.0745
1078.806881,-2,-2,0.225
1078.811165,-2,-2,0.365
1078.813778,-2,-2,0.692
1078.817115,-1.4,-2,1.29
1078.820587,-1.17,-2,1.19
1078.823962,-1.5,-2,0.419
1078.827402,-1.99,-2,0.0185
1078.831268,-2,-2,-0.137
1078.83426,-1.55,-2,-0.163
1078.837673,-1.08,-1.9,-0.279
1078.841132,-0.795,-1.6,-0.385
1078.844547,-0.794,-1.25,-0.45
1078.847954,-0.872,-0.952,-0.488
1078.851507,-0.714,-0.546,-0.533
1078.854786,-0.498,-0.279,-0.533
1078.858256,-0.265,-0.0299,-0.517
1078.861673,-0.0978,0.256,-0.496
1078.865118,0.0112,0.672,-0.532
1078.868484,0.124,0.968,-0.568
1078.87192,0.243,1.24,-0.598
1078.875309,0.418,1.46,-0.599
1078.87874,0.62,1.63,-0.58
1078.882181,0.808,1.79,-0.526
1078.886245,1.04,1.86,-0.493
1078.889112,1.19,1.89,-0.419
1078.892501,1.34,1.84,-0.353
1078.895823,1.52,1.75,-0.296
1078.899274,1.68,1.5,-0.165
1078.902667,1.87,1.29,-0.0387
1078.906149,1.97,1.06,0.0472
1078.909514,2,0.745,0.171
1078.912893,2,0.426,0.275
1078.916313,2,0.139,0.39
1078.919703,2,-0.258,0.474
1078.923124,1.19,-0.173,1.89
1078.926548,2,-0.189,2
1078.930003,2,2,-2
1078.933405,2,1.31,-0.649
1078.93681,2,-0.242,1.15
1078.940288,2,0.468,0.0257
1078.943662,2,0.0104,-0.1
1078.947142,2,-0.42,-0.0154
1078.950521,2,-0.368,-0.694
1078.953927,2,-0.796,-0.741
1078.95737,2,-1.17,-0.711
1078.96078,1.3,-1.48,-0.715
1078.964189,0.8,-1.84,-0.718
1078.967654,0.236,-2,-0.622
1078.971123,-0.177,-2,-0.585
1078.974524,-0.666,-2,-0.501
1078.977911,-1.17,-2,-0.293
1078.981296,-1.5,-2,-0.0109
1078.984775,-1.84,-2,0.231
1078.988173,-1.83,-2,0.336
1078.991595,-1.74,-2,0.464
1078.994972,-1.59,-2,0.644
1078.998435,-1.44,-2,0.75
1079.001814,-1.22,-2,0.885
1079.005234,-1.04,-2,0.901
1079.008663,-1.28,-2,0.47
1079.012122,-1.64,-2,0.117
1079.015488,-1.7,-2,-0.0822
1079.018955,-1.44,-2,-0.113
1079.022373,-1.03,-1.83,-0.182
1079.025774,-0.906,-1.4,-0.345
1079.029151,-0.806,-1.05,-0.359
1079.032625,-0.806,-0.686,-0.4
1079.036259,-0.683,-0.169,-0.536
1079.039496,-0.518,0.172,-0.588
1079.042902,-0.321,0.501,-0.623
1079.04633,-0.181,0.796,-0.594
1079.049771,-0.0769,1.04,-0.536
1079.053241,0.0487,1.39,-0.521
1079.056592,0.153,1.58,-0.517
1079.060025,0.24,1.76,-0.486
1079.063412,0.379,1.85,-0.447
1079.066833,0.545,1.91,-0.386
1079.070274,0.746,1.9,-0.298
1079.073689,0.891,1.86,-0.259
1079.077116,1.02,1.76,-0.202
1079.080551,1.16,1.63,-0.156
1079.083978,1.3,1.42,-0.093
1079.087424,1.48,1.08,-0.000793
1079.090854,1.61,0.79,0.0723
1079.094218,1.71,0.472,0.147
1079.097662,1.81,0.182,0.203
1079.101145,1.86,-0.188,0.355
1079.104559,1.96,-0.535,0.422
1079.107938,1.24,-0.632,1.16
1079.111376,2,-0.578,2
1079.114801,2,0.937,-0.706
1079.118225,2,0.853,-0.536
1079.121654,2,-0.578,1.18
1079.125193,2,-0.0975,0.632
1079.128524,2,-0.0126,0.103
1079.131955,2,-0.451,0.249
1079.135416,2,-0.352,-0.0704
1079.138799,2,-0.63,-0.204
1079.142262,2,-0.821,-0.219
1079.145697,2,-0.939,-0.382
1079.149132,1.76,-1.08,-0.44
1079.152732,1.1,-1.39,-0.528
1079.156176,0.61,-1.52,-0.444
1079.159343,0.188,-1.81,-0.434
1079.162782,-0.221,-1.96,-0.462
1079.166191,-0.645,-2,-0.442
1079.169608,-1.12,-2,-0.306
1079.173095,-1.42,-2,-0.141
1079.176474,-1.65,-2,0.00201
1079.179896,-1.84,-2,0.108
1079.183308,-2,-2,0.189
1079.186752,-2,-2,0.346
1079.190154,-2,-2,0.501
1079.193603,-1.91,-2,0.609
1079.196983,-1.89,-2,0.501
1079.200391,-1.81,-2,0.46
1079.203797,-1.61,-2,0.409
1079.20726,-1.36,-2,0.651
1079.210702,-1.15,-2,0.61
1079.214112,-1.12,-2,0.199
1079.217928,-1.18,-2,-0.164
1079.220954,-1.1,-1.69,-0.392
1079.224355,-0.828,-1.3,-0.503
1079.227761,-0.529,-0.954,-0.593
1079.231183,-0.323,-0.67,-0.584
1079.234631,-0.183,-0.37,-0.607
1079.238036,-0.0623,0.0415,-0.623
1079.241434,0.0311,0.342,-0.63
1079.244895,0.19,0.601,-0.625
1079.248309,0.36,0.849,-0.594
1079.251749,0.512,1.06,-0.523
1079.255119,0.668,1.3,-0.481
1079.258663,0.808,1.5,-0.472
1079.261969,0.945,1.62,-0.444
1079.265387,1.05,1.69,-0.392
1079.268845,1.18,1.72,-0.301
1079.272243,1.35,1.71,-0.229
1079.275661,1.49,1.64,-0.178
1079.279097,1.62,1.52,-0.0996
1079.282501,1.76,1.35,-0.0326
1079.285927,1.89,1.09,0.0356
1079.289339,2,0.842,0.088
1079.292733,2,0.535,0.18
1079.296176,2,0.412,0.703
1079.299613,2,0.221,2
1079.303091,2,2,-1.85
1079.30646,2,1.85,-1.03
1079.310247,2,-0.0706,1.15
1079.313325,2,0.278,0.6
1079.316718,2,0.271,0.0537
1079.320161,2,-0.243,0.166
1079.323575,2,-0.21,-0.139
1079.326975,2,-0.577,-0.261
1079.330388,2,-0.779,-0.432
1079.333904,2,-0.933,-0.592
1079.337242,1.88,-1.28,-0.677
1079.340668,1.12,-1.55,-0.758
1079.344092,0.558,-1.89,-0.717
1079.347456,0.0438,-2,-0.56
1079.35089,-0.426,-2,-0.49
1079.354324,-0.898,-2,-0.369
1079.357757,-1.45,-2,-0.195
1079.361206,-1.76,-2,0.0353
1079.364613,-1.95,-2,0.243
1079.368038,-2,-2,0.401
1079.371461,-2,-2,0.487
1079.374828,-1.96,-2,0.456
1079.378266,-1.82,-2,0.457
1079.381662,-1.63,-2,0.541
1079.385079,-1.5,-2,0.538
1079.388536,-1.34,-2,0.82
1079.391924,-1.27,-2,0.526
1079.395343,-1.41,-2,0.0669
1079.398749,-1.43,-2,-0.104
1079.402254,-1.27,-1.95,-0.25
1079.405628,-0.912,-1.52,-0.312
1079.409082,-0.732,-1.26,-0.312
1079.412495,-0.574,-0.903,-0.399
1079.415906,-0.48,-0.541,-0.483
1079.419377,-0.413,-0.226,-0.53
1079.422802,-0.262,0.209,-0.598
1079.426272,-0.0947,0.506,-0.6
1079.429627,0.0563,0.774,-0.558
1079.43308,0.17,1.03,-0.557
1079.436499,0.243,1.27,-0.555
1079.439915,0.423,1.57,-0.581
1079.443317,0.572,1.73,-0.547
1079.446722,0.711,1.81,-0.461
1079.450186,0.835,1.82,-0.363
1079.453608,0.96,1.82,-0.247
1079.456974,1.15,1.77,-0.221
1079.460425,1.33,1.71,-0.215
1079.463839,1.51,1.57,-0.184
1079.467242,1.69,1.35,-0.11
1079.470683,1.83,1.11,0.0479
1079.4742,0.493,0.847,2
1079.4775,2,1.55,0.285
1079.480917,2,2,-2
1079.484315,2,1.63,-0.201
1079.487731,2,0.461,0.829
1079.491224,2,1.28,0.00988
1079.494599,2,0.557,0.279
1079.498015,2,0.525,0.0943
1079.501441,2,0.367,-0.388
1079.504853,2,0.0352,-0.343
1079.508248,2,-0.143,-0.712
1079.511642,2,-0.351,-0.829
1079.515079,2,-0.792,-0.875
1079.518567,1.56,-1.08,-0.942
1079.521933,0.996,-1.55,-0.97
1079.525347,0.32,-2,-0.882
1079.528766,-0.181,-2,-0.812
1079.532205,-0.619,-2,-0.725
1079.535633,-1.03,-2,-0.552
1079.541468,-1.75,-2,0.0193
1079.544974,-1.9,-2,0.225
1079.548395,-2,-2,0.385
1079.551846,-2,-2,0.572
1079.555323,-1.77,-2,0.716
1079.558691,-1.25,-2,0.908
1079.562114,-0.947,-2,1.04
1079.565566,-0.933,-2,0.884
1079.568995,-1.26,-2,0.185
1079.572397,-1.63,-2,-0.15
1079.575778,-1.48,-2,-0.314
1079.579217,-1.08,-2,-0.334
1079.582638,-0.776,-2,-0.395
1079.586118,-0.666,-1.81,-0.542
1079.589445,-0.518,-1.25,-0.612
1079.592848,-0.501,-0.852,-0.655
1079.5963,-0.442,-0.419,-0.743
1079.599751,-0.296,-0.00866,-0.8
1079.603183,-0.0978,0.505,-0.854
1079.606629,0.118,0.892,-0.861
1079.610025,0.2,1.25,-0.836
1079.613402,0.22,1.54,-0.756
1079.616842,0.256,1.8,-0.716
1079.620235,0.318,2,-0.649
1079.623663,0.504,2,-0.615
1079.627083,0.671,2,-0.57
1079.630525,0.787,2,-0.497
1079.633942,0.906,2,-0.455
1079.637368,1.01,2,-0.382
1079.640766,1.17,2,-0.297
1079.644205,1.27,1.85,-0.173
1079.647611,1.4,1.52,-0.0873
1079.651083,1.52,1.19,-0.0218
1079.654513,1.67,0.707,0.116
1079.657951,1.71,0.45,0.524
1079.661354,1.71,0.201,2
1079.664758,2,1.77,-0.649
1079.668286,2,2,-1.36
1079.671627,2,0.136,0.852
1079.675102,2,0.466,0.591
1079.678468,2,0.205,0.198
1079.68188,2,-0.17,0.284
1079.6853,2,-0.32,0.123
1079.68872,2,-0.442,-0.105
1079.692156,2,-0.716,-0.144
1079.695609,2,-0.884,-0.245
1079.699127,2,-1.06,-0.354
1079.702484,1.62,-1.36,-0.291
1079.705881,1.09,-1.63,-0.25
1079.709327,0.738,-1.82,-0.179
1079.712715,0.376,-2,-0.126
1079.716144,0.0733,-2,-0.181
1079.719656,-0.158,-2,-0.26
1079.7231,-0.523,-2,-0.221
1079.72649,-0.85,-2,-0.106
1079.729874,-1.14,-2,0.0061
1079.733331,-1.39,-2,0.158
1079.73675,-1.53,-2,0.314
1079.740192,-1.58,-2,0.339
1079.743625,-1.75,-2,0.385
1079.747077,-1.82,-2,0.433
1079.750457,-1.79,-2,0.463
1079.753897,-1.55,-2,0.486
1079.757482,-1.18,-2,0.746
1079.760733,-0.793,-2,0.935
1079.764172,-0.818,-2,0.505
1079.767617,-1.1,-2,0.0791
1079.771104,-1.14,-2,-0.245
1079.774492,-0.946,-2,-0.369
1079.777862,-0.611,-1.76,-0.475
1079.781249,-0.363,-1.46,-0.495
1079.784696,-0.261,-1.17,-0.489
1079.788163,-0.267,-0.728,-0.529
1079.791568,-0.222,-0.37,-0.608
1079.795077,-0.117,-0.0257,-0.666
1079.798449,0.0565,0.271,-0.674
1079.801871,0.162,0.693,-0.671
1079.805294,0.278,1.01,-0.674
1079.808767,0.329,1.32,-0.662
1079.812128,0.373,1.55,-0.648
1079.815583,0.468,1.74,-0.595
1079.818959,0.613,1.95,-0.509
1079.82241,0.845,2,-0.424
1079.825826,0.985,2,-0.362
1079.829218,1.14,2,-0.316
1079.832617,1.31,2,-0.266
1079.836088,1.52,1.93,-0.187
1079.839515,0.56,2,1.06
1079.842878,2,1.87,1.47
1079.846307,2,2,-2
1079.849859,2,2,-1.8
1079.853209,2,1.06,0.904
1079.856552,2,1.35,0.212
1079.859991,2,0.916,0.0102
1079.863451,2,0.241,0.278
1079.866832,2,0.0479,0.217
1079.87032,2,-0.313,0.134
1079.873701,2,-0.608,-0.161
1079.877073,1.9,-0.763,-0.0652
1079.880486,1.78,-0.906,-0.213
1079.883906,1.54,-1.04,-0.3
1079.887368,1.18,-1.37,-0.243
1079.890778,0.767,-1.54,-0.184
1079.894166,0.446,-1.75,-0.158
1079.897622,0.21,-1.92,-0.232
1079.901122,-0.00756,-2,-0.203
1079.904491,-0.295,-2,-0.122
1079.90789,-0.504,-2,-0.0304
1079.911325,-0.739,-2,0.0764
1079.914755,-0.936,-2,0.161
1079.918205,-1.1,-2,0.275
1079.921616,-1.25,-2,0.391
1079.925063,-1.41,-2,0.474
1079.928468,-1.44,-2,0.528
1079.931883,-1.39,-2,0.581
1079.935315,-1.22,-2,0.7
1079.938701,-0.395,-2,1.14
1079.942176,-0.217,-2,0.846
1079.945617,-0.749,-2,0.429
1079.949044,-1.16,-2,0.139
1079.952569,-1.13,-2,-0.0573
1079.955859,-0.651,-1.95,-0.0926
1079.959391,-0.287,-1.68,-0.198
1079.962708,-0.177,-1.34,-0.225
1079.966187,-0.352,-1.11,-0.172
1079.96963,-0.41,-0.667,-0.249
1079.973057,-0.285,-0.349,-0.328
1079.976438,-0.0972,-0.0591,-0.366
1079.980324,0.0546,0.223,-0.396
1079.983301,0.101,0.503,-0.361
1079.986699,0.124,0.871,-0.389
1079.99059,0.16,1.15,-0.391
1079.993614,0.232,1.4,-0.375
1079.997053,0.286,1.57,-0.306
1080.000419,0.363,1.71,-0.236
1080.00385,0.529,1.87,-0.226
1080.007346,0.695,1.96,-0.219
1080.010675,0.867,2,-0.197
1080.014098,1.04,1.95,-0.162
1080.01811,0.103,1.9,2
1080.02125,2,2,-1.67
1080.024421,2,2,-2
1080.027725,2,2,0.167
1080.031177,2,1.6,0.711
1080.034631,2,1.95,-0.248
1080.038065,2,0.94,0.0573
1080.041439,2,0.627,0.118
1080.044841,2,0.296,-0.0326
1080.048275,2,0.00866,0.0571
1080.0517,2,-0.37,-0.295
1080.055099,2,-0.617,-0.483
1080.058558,1.78,-0.935,-0.405
1080.061979,1.43,-1.22,-0.382
1080.065391,1.04,-1.47,-0.388
1080.068798,0.652,-1.77,-0.443
1080.072228,0.148,-2,-0.335
1080.075604,-0.205,-2,-0.245
1080.079044,-0.525,-2,-0.103
1080.082479,-0.817,-2,0.00561
1080.085909,-1.01,-2,0.165
1080.089328,-1.29,-2,0.305
1080.092732,-1.47,-2,0.45
1080.096178,-1.65,-2,0.624
1080.099626,-1.71,-2,0.786
1080.103158,-1.61,-2,0.853
1080.106459,-1.41,-2,0.683
1080.109866,-1.25,-2,0.524
1080.113393,-1.29,-2,0.446
1080.11669,-1.27,-2,0.322
1080.120136,-1.17,-2,0.202
1080.12365,-0.967,-2,0.119
1080.127057,-0.741,-2,0.0643
1080.130459,-0.6,-1.95,-0.0238
1080.13471,-0.515,-1.56,-0.13
1080.137376,-0.432,-1.09,-0.229
1080.140785,-0.326,-0.657,-0.359
1080.144172,-0.195,-0.302,-0.379
1080.147624,-0.00744,0.0846,-0.432
1080.151064,0.236,0.473,-0.527
1080.154484,0.354,1.02,-0.549
1080.157877,0.531,1.34,-0.518
1080.161281,0.776,1.61,-0.457
1080.164697,1.04,1.83,-0.48
1080.16819,1.33,2,-0.5
1080.172521,1.59,2,-0.362
1080.175089,1.7,2,-0.238
1080.178361,1.9,1.95,-0.131
1080.181774,1.97,1.79,-0.00811
1080.185211,2,1.53,0.149
1080.188734,1.9,1.23,0.275
1080.192075,2,0.957,0.323
1080.195422,2,0.693,0.405
1080.19887,2,0.382,0.477
1080.202313,2,0.157,0.511
1080.205734,2,-0.222,0.58
1080.209147,2,-0.414,0.613
1080.212591,1.98,-0.653,0.705
1080.216038,1.83,-0.808,0.696
1080.219412,1.69,-0.887,0.64
